latitude,longitude,speed,date
50.1062979,8.7616143,21.0,2022-04-01T10:20:34.170192
50.106236,8.761899,21.0,2022-04-01T10:20:37.845449
50.1061877,8.7619182,21.0,2022-04-01T10:20:38.795678
50.105907,8.7620269,21.0,2022-04-01T10:20:44.308992
50.1056501,8.7621263,21.0,2022-04-01T10:20:49.354478
50.1055835,8.7621512,21.0,2022-04-01T10:20:50.660078
50.105475,8.7621858,21.0,2022-04-01T10:20:52.771049
50.1054759,8.7628258,21.0,2022-04-01T10:21:00.595735
50.105475,8.7621858,21.0,2022-04-01T10:21:08.420421
50.1054759,8.7628258,21.0,2022-04-01T10:21:16.245107
50.1056512,8.7628287,21.0,2022-04-01T10:21:19.586936
